"","Reason","year","Age","Male","Female","Total"
"15953","Short-term Business",2010,"51 s",22,2,24
"15954","Short-term Business",2011,"51 s",26,2,28
"15955","Short-term Visitors",2000,"51 s",789,944,1733
"15956","Short-term Visitors",2001,"51 s",921,1147,2068
"15957","Short-term Visitors",2002,"51 s",423,499,922
"15958","Short-term Visitors",2003,"51 s",278,323,601
"15959","Short-term Visitors",2004,"51 s",244,273,517
"15960","Short-term Visitors",2005,"51 s",329,395,724
"15961","Short-term Visitors",2006,"51 s",248,333,581
"15962","Short-term Visitors",2007,"51 s",174,270,444
"15963","Short-term Visitors",2008,"51 s",131,234,365
"15964","Short-term Visitors",2009,"51 s",94,231,325
"15965","Short-term Visitors",2010,"51 s",623,736,1359
"15966","Short-term Visitors",2011,"51 s",712,936,1648
"15967","Short-term Visitors",2012,"51 s",246,506,752
"15968","Short-term Visitors",2013,"51 s",315,520,835
"15969","Short-term Visitors",2014,"51 s",571,675,1246
"15970","Short-term Visitors",2015,"51 s",534,580,1114
"15971","Short-term Visitors",2016,"51 s",959,733,1692
"15972","Short-term Visitors",2017,"51 s",743,695,1438
"15973","Short-term Visitors",2018,"51 s",662,560,1222
"15974","Short-term Visitors",2019,"51 s",523,482,1005
"15975","Short-term Employment",2000,"51 s",2,1,3
"15976","Short-term Employment",2001,"51 s",1,0,1
"15977","Short-term Employment",2002,"51 s",2,1,3
"15978","Short-term Employment",2003,"51 s",2,0,2
"15979","Short-term Employment",2004,"51 s",1,0,1
"15980","Short-term Employment",2005,"51 s",2,1,3
"15981","Short-term Employment",2006,"51 s",1,1,2
"15982","Short-term Employment",2007,"51 s",2,0,2
"15983","Short-term Employment",2008,"51 s",0,0,0
"15984","Short-term Employment",2009,"51 s",1,0,1
"15985","Short-term Employment",2010,"51 s",1,0,1
"15986","Short-term Employment",2012,"51 s",1,NA,1
"15987","Short-term Employment",2015,"51 s",1,0,1
"15988","Short-term Employment",2016,"51 s",1,0,1
"15989","Short-term Employment",2017,"51 s",1,0,1
"15990","Short-term Employment",2018,"51 s",2,0,2
"15991","Job Seeking",2000,"51 s",0,0,0
"15992","Job Seeking",2001,"51 s",0,0,0
"15993","Job Seeking",2002,"51 s",0,0,0
"15994","Job Seeking",2003,"51 s",0,0,0
"15995","Job Seeking",2004,"51 s",0,0,0
"15996","Job Seeking",2005,"51 s",0,0,0
"15997","Job Seeking",2006,"51 s",0,0,0
"15998","Job Seeking",2007,"51 s",0,0,0
"15999","Job Seeking",2008,"51 s",0,0,0
"16000","Job Seeking",2009,"51 s",0,0,0
"16001","Job Seeking",2010,"51 s",0,0,0
"16002","Job Seeking",2017,"51 s",1,0,1
"16003","study",2000,"51 s",4,0,4
"16004","study",2001,"51 s",2,2,4
"16005","study",2002,"51 s",1,1,2
"16006","study",2003,"51 s",1,2,3
"16007","study",2004,"51 s",2,0,2
"16008","study",2005,"51 s",0,0,0
"16009","study",2006,"51 s",1,0,1
"16010","study",2007,"51 s",2,1,3
"16011","study",2008,"51 s",2,1,3
"16012","study",2009,"51 s",0,0,0
"16013","study",2010,"51 s",4,0,4
"16014","study",2011,"51 s",6,NA,6
"16015","study",2012,"51 s",2,2,4
"16016","study",2013,"51 s",1,1,2
"16017","study",2014,"51 s",1,0,1
"16018","study",2015,"51 s",0,2,2
"16019","study",2016,"51 s",2,2,4
"16020","study",2017,"51 s",1,0,1
"16021","study",2018,"51 s",2,1,3
"16022","study",2019,"51 s",2,0,2
"16023","General Trainees",2000,"51 s",0,1,1
"16024","General Trainees",2001,"51 s",2,1,3
"16025","General Trainees",2002,"51 s",1,0,1
"16026","General Trainees",2003,"51 s",1,1,2
"16027","General Trainees",2004,"51 s",1,1,2
"16028","General Trainees",2005,"51 s",3,1,4
"16029","General Trainees",2006,"51 s",0,0,0
"16030","General Trainees",2007,"51 s",1,2,3
"16031","General Trainees",2008,"51 s",1,2,3
"16032","General Trainees",2009,"51 s",0,1,1
"16033","General Trainees",2010,"51 s",4,0,4
"16034","General Trainees",2011,"51 s",13,15,28
"16035","General Trainees",2013,"51 s",1,1,2
"16036","General Trainees",2014,"51 s",4,1,5
"16037","General Trainees",2015,"51 s",2,2,4
"16038","General Trainees",2016,"51 s",4,0,4
"16039","General Trainees",2017,"51 s",1,1,2
"16040","General Trainees",2019,"51 s",0,2,2
"16041","Religious Activities",2000,"51 s",2,0,2
"16042","Religious Activities",2001,"51 s",1,2,3
"16043","Religious Activities",2002,"51 s",4,3,7
"16044","Religious Activities",2003,"51 s",1,0,1
"16045","Religious Activities",2004,"51 s",3,0,3
"16046","Religious Activities",2005,"51 s",2,1,3
"16047","Religious Activities",2006,"51 s",0,1,1
"16048","Religious Activities",2007,"51 s",0,3,3
"16049","Religious Activities",2008,"51 s",2,1,3
"16050","Religious Activities",2009,"51 s",1,1,2
"16051","Religious Activities",2010,"51 s",3,0,3
"16052","Religious Activities",2011,"51 s",2,NA,2
"16053","Religious Activities",2012,"51 s",3,1,4
"16054","Religious Activities",2013,"51 s",1,4,5
"16055","Religious Activities",2014,"51 s",2,2,4
"16056","Religious Activities",2015,"51 s",4,1,5
"16057","Religious Activities",2016,"51 s",2,1,3
"16058","Religious Activities",2017,"51 s",2,0,2
"16059","Religious Activities",2018,"51 s",2,2,4
"16060","Religious Activities",2019,"51 s",4,1,5
"16061","Investors",2000,"51 s",20,7,27
"16062","Investors",2001,"51 s",24,4,28
"16063","Investors",2002,"51 s",25,1,26
"16064","Investors",2003,"51 s",21,3,24
"16065","Investors",2004,"51 s",16,3,19
"16066","Investors",2005,"51 s",14,6,20
"16067","Investors",2006,"51 s",13,3,16
"16068","Investors",2007,"51 s",11,3,14
"16069","Investors",2008,"51 s",11,2,13
"16070","Investors",2009,"51 s",9,0,9
"16071","Investors",2010,"51 s",16,0,16
"16072","Investors",2011,"51 s",5,1,6
"16073","Investors",2012,"51 s",17,2,19
"16074","Investors",2013,"51 s",17,0,17
"16075","Investors",2014,"51 s",8,1,9
"16076","Investors",2015,"51 s",8,0,8
"16077","Investors",2016,"51 s",7,0,7
"16078","Investors",2017,"51 s",9,0,9
"16079","Investors",2018,"51 s",9,0,9
"16080","Investors",2019,"51 s",11,2,13
"16081","Trade and Business",2000,"51 s",7,0,7
"16082","Trade and Business",2001,"51 s",17,0,17
"16083","Trade and Business",2002,"51 s",8,0,8
"16084","Trade and Business",2003,"51 s",17,2,19
"16085","Trade and Business",2004,"51 s",17,1,18
"16086","Trade and Business",2005,"51 s",16,0,16
"16087","Trade and Business",2006,"51 s",21,0,21
"16088","Trade and Business",2007,"51 s",16,0,16
"16089","Trade and Business",2008,"51 s",20,0,20
"16090","Trade and Business",2009,"51 s",15,0,15
"16091","Trade and Business",2010,"51 s",18,1,19
"16092","Trade and Business",2011,"51 s",32,1,33
"16093","Trade and Business",2012,"51 s",30,1,31
"16094","Trade and Business",2013,"51 s",34,1,35
"16095","Trade and Business",2014,"51 s",33,4,37
"16096","Trade and Business",2015,"51 s",30,2,32
"16097","Trade and Business",2016,"51 s",29,0,29
"16098","Trade and Business",2017,"51 s",11,2,13
"16099","Trade and Business",2018,"51 s",11,0,11
"16100","Trade and Business",2019,"51 s",18,2,20
"16101","Research",2000,"51 s",3,0,3
"16102","Research",2001,"51 s",7,0,7
"16103","Research",2002,"51 s",7,1,8
"16104","Research",2003,"51 s",5,0,5
"16105","Research",2004,"51 s",10,0,10
"16106","Research",2005,"51 s",6,0,6
"16107","Research",2006,"51 s",6,1,7
"16108","Research",2007,"51 s",4,0,4
"16109","Research",2008,"51 s",3,0,3
"16110","Research",2009,"51 s",0,0,0
"16111","Research",2010,"51 s",3,0,3
"16112","Research",2011,"51 s",2,NA,2
"16113","Research",2012,"51 s",3,NA,3
"16114","Research",2013,"51 s",9,0,9
"16115","Research",2014,"51 s",4,0,4
"16116","Research",2015,"51 s",3,0,3
"16117","Research",2016,"51 s",14,1,15
"16118","Research",2017,"51 s",2,0,2
"16119","Research",2018,"51 s",11,1,12
"16120","Research",2019,"51 s",3,0,3
"16121","Art and Entertainment",2000,"51 s",4,0,4
"16122","Art and Entertainment",2001,"51 s",4,1,5
"16123","Art and Entertainment",2002,"51 s",3,2,5
"16124","Art and Entertainment",2003,"51 s",2,0,2
"16125","Art and Entertainment",2004,"51 s",8,0,8
"16126","Art and Entertainment",2005,"51 s",4,3,7
"16127","Art and Entertainment",2006,"51 s",9,1,10
"16128","Art and Entertainment",2007,"51 s",4,1,5
"16129","Art and Entertainment",2008,"51 s",2,0,2
"16130","Art and Entertainment",2009,"51 s",2,0,2
"16131","Art and Entertainment",2010,"51 s",4,1,5
"16132","Art and Entertainment",2011,"51 s",6,NA,6
"16133","Art and Entertainment",2012,"51 s",4,1,5
"16134","Art and Entertainment",2013,"51 s",3,0,3
"16135","Art and Entertainment",2014,"51 s",7,0,7
"16136","Art and Entertainment",2015,"51 s",3,0,3
"16137","Art and Entertainment",2016,"51 s",2,0,2
"16138","Art and Entertainment",2018,"51 s",2,0,2
"16139","Art and Entertainment",2019,"51 s",3,4,7
"16140","Unskilled Employment",2000,"51 s",0,0,0
"16141","Unskilled Employment",2001,"51 s",0,0,0
"16142","Unskilled Employment",2002,"51 s",0,0,0
"16143","Unskilled Employment",2003,"51 s",5,0,5
"16144","Unskilled Employment",2004,"51 s",7,11,18
"16145","Unskilled Employment",2005,"51 s",8,1,9
"16146","Unskilled Employment",2006,"51 s",7,4,11
"16147","Unskilled Employment",2007,"51 s",1,8,9
"16148","Unskilled Employment",2008,"51 s",1,1,2
"16149","Unskilled Employment",2009,"51 s",1,0,1
"16150","Unskilled Employment",2010,"51 s",0,0,0
"16151","Unskilled Employment",2012,"51 s",1,NA,1
"16152","Unskilled Employment",2013,"51 s",2,0,2
"16153","Visiting and Joining Family",2000,"51 s",3,23,26
"16154","Visiting and Joining Family",2001,"51 s",4,45,49
"16155","Visiting and Joining Family",2002,"51 s",76,93,169
"16156","Visiting and Joining Family",2003,"51 s",196,166,362
"16157","Visiting and Joining Family",2004,"51 s",305,251,556
"16158","Visiting and Joining Family",2005,"51 s",661,713,1374
"16159","Visiting and Joining Family",2006,"51 s",1220,1176,2396
"16160","Visiting and Joining Family",2007,"51 s",172,204,376
"16161","Visiting and Joining Family",2008,"51 s",7,12,19
"16162","Visiting and Joining Family",2009,"51 s",10,17,27
"16163","Visiting and Joining Family",2010,"51 s",21,25,46
"16164","Visiting and Joining Family",2011,"51 s",20,32,52
"16165","Visiting and Joining Family",2012,"51 s",23,46,69
"16166","Visiting and Joining Family",2013,"51 s",28,100,128
"16167","Visiting and Joining Family",2014,"51 s",72,214,286
"16168","Visiting and Joining Family",2015,"51 s",140,258,398
"16169","Visiting and Joining Family",2016,"51 s",220,325,545
"16170","Visiting and Joining Family",2017,"51 s",228,299,527
"16171","Visiting and Joining Family",2018,"51 s",215,265,480
"16172","Visiting and Joining Family",2019,"51 s",209,321,530
"16173","Overseas Koreans",2000,"51 s",6,11,17
"16174","Overseas Koreans",2001,"51 s",11,12,23
"16175","Overseas Koreans",2002,"51 s",20,13,33
"16176","Overseas Koreans",2003,"51 s",11,13,24
"16177","Overseas Koreans",2004,"51 s",14,27,41
"16178","Overseas Koreans",2005,"51 s",23,33,56
"16179","Overseas Koreans",2006,"51 s",12,28,40
"16180","Overseas Koreans",2007,"51 s",26,33,59
"16181","Overseas Koreans",2008,"51 s",25,50,75
"16182","Overseas Koreans",2009,"51 s",38,62,100
"16183","Overseas Koreans",2010,"51 s",207,278,485
"16184","Overseas Koreans",2011,"51 s",241,315,556
"16185","Overseas Koreans",2012,"51 s",126,178,304
"16186","Overseas Koreans",2013,"51 s",148,195,343
"16187","Overseas Koreans",2014,"51 s",199,318,517
"16188","Overseas Koreans",2015,"51 s",209,255,464
"16189","Overseas Koreans",2016,"51 s",239,301,540
"16190","Overseas Koreans",2017,"51 s",238,288,526
"16191","Overseas Koreans",2018,"51 s",193,247,440
"16192","Overseas Koreans",2019,"51 s",220,279,499
"16193","Permanent Residence",2000,"51 s",0,0,0
"16194","Permanent Residence",2001,"51 s",0,0,0
"16195","Permanent Residence",2002,"51 s",0,0,0
"16196","Permanent Residence",2003,"51 s",2,0,2
"16197","Permanent Residence",2004,"51 s",10,5,15
"16198","Permanent Residence",2005,"51 s",5,5,10
"16199","Permanent Residence",2006,"51 s",2,5,7
"16200","Permanent Residence",2007,"51 s",7,2,9
"16201","Permanent Residence",2008,"51 s",5,3,8
"16202","Permanent Residence",2009,"51 s",3,3,6
"16203","Permanent Residence",2010,"51 s",2,11,13
"16204","Permanent Residence",2011,"51 s",21,28,49
"16205","Permanent Residence",2012,"51 s",20,36,56
"16206","Permanent Residence",2013,"51 s",32,52,84
"16207","Permanent Residence",2014,"51 s",67,103,170
"16208","Permanent Residence",2015,"51 s",45,94,139
"16209","Permanent Residence",2016,"51 s",47,101,148
"16210","Permanent Residence",2017,"51 s",30,85,115
"16211","Permanent Residence",2018,"51 s",28,72,100
"16212","Permanent Residence",2019,"51 s",34,75,109
"16213","Marriage Immigration",2011,"51 s",1,5,6
"16214","Marriage Immigration",2012,"51 s",24,61,85
"16215","Marriage Immigration",2013,"51 s",22,68,90
"16216","Marriage Immigration",2014,"51 s",27,86,113
"16217","Marriage Immigration",2015,"51 s",18,76,94
"16218","Marriage Immigration",2016,"51 s",26,65,91
"16219","Marriage Immigration",2017,"51 s",17,68,85
"16220","Marriage Immigration",2018,"51 s",20,43,63
"16221","Marriage Immigration",2019,"51 s",30,60,90
"16222","Total",2000,"52 s",1013,939,1952
"16223","Total",2001,"52 s",1347,1071,2418
"16224","Total",2002,"52 s",1071,744,1815
"16225","Total",2003,"52 s",832,629,1461
"16226","Total",2004,"52 s",972,909,1881
"16227","Total",2005,"52 s",1427,1376,2803
"16228","Total",2006,"52 s",1725,1685,3410
"16229","Total",2007,"52 s",2221,2195,4416
"16230","Total",2008,"52 s",1855,1942,3797
"16231","Total",2009,"52 s",1522,1649,3171
"16232","Total",2010,"52 s",2310,2475,4785
"16233","Total",2011,"52 s",1773,2023,3796
"16234","Total",2012,"52 s",1267,1737,3004
"16235","Total",2013,"52 s",1671,2035,3706
"16236","Total",2014,"52 s",2524,2783,5307
"16237","Total",2015,"52 s",3074,3420,6494
"16238","Total",2016,"52 s",2747,2982,5729
"16239","Total",2017,"52 s",2953,2942,5895
"16240","Total",2018,"52 s",2725,2742,5467
"16241","Total",2019,"52 s",1924,2234,4158
"16242","Sightseeing Pass",2000,"52 s",130,87,217
"16243","Sightseeing Pass",2001,"52 s",205,89,294
"16244","Sightseeing Pass",2002,"52 s",236,104,340
"16245","Sightseeing Pass",2003,"52 s",189,100,289
"16246","Sightseeing Pass",2004,"52 s",160,118,278
"16247","Sightseeing Pass",2005,"52 s",131,92,223
"16248","Sightseeing Pass",2006,"52 s",120,84,204
"16249","Sightseeing Pass",2007,"52 s",99,76,175
"16250","Sightseeing Pass",2008,"52 s",100,74,174
"16251","Sightseeing Pass",2009,"52 s",94,113,207
"16252","Sightseeing Pass",2010,"52 s",131,109,240
"16253","Sightseeing Pass",2011,"52 s",100,126,226
"16254","Sightseeing Pass",2012,"52 s",88,134,222
"16255","Sightseeing Pass",2013,"52 s",80,120,200
"16256","Sightseeing Pass",2014,"52 s",97,119,216
"16257","Sightseeing Pass",2015,"52 s",147,119,266
"16258","Sightseeing Pass",2016,"52 s",124,133,257
"16259","Sightseeing Pass",2017,"52 s",141,116,257
"16260","Sightseeing Pass",2018,"52 s",236,153,389
"16261","Sightseeing Pass",2019,"52 s",120,118,238
"16262","Short-term Business",2000,"52 s",52,16,68
"16263","Short-term Business",2001,"52 s",49,13,62
"16264","Short-term Business",2002,"52 s",51,16,67
"16265","Short-term Business",2003,"52 s",43,13,56
"16266","Short-term Business",2004,"52 s",49,14,63
"16267","Short-term Business",2005,"52 s",46,8,54
"16268","Short-term Business",2006,"52 s",47,13,60
"16269","Short-term Business",2007,"52 s",64,15,79
"16270","Short-term Business",2008,"52 s",28,6,34
"16271","Short-term Business",2009,"52 s",10,2,12
"16272","Short-term Business",2010,"52 s",16,6,22
"16273","Short-term Business",2011,"52 s",14,3,17
"16274","Short-term Visitors",2000,"52 s",625,723,1348
"16275","Short-term Visitors",2001,"52 s",856,838,1694
"16276","Short-term Visitors",2002,"52 s",464,427,891
"16277","Short-term Visitors",2003,"52 s",229,245,474
"16278","Short-term Visitors",2004,"52 s",237,254,491
"16279","Short-term Visitors",2005,"52 s",309,354,663
"16280","Short-term Visitors",2006,"52 s",250,299,549
"16281","Short-term Visitors",2007,"52 s",200,278,478
"16282","Short-term Visitors",2008,"52 s",136,199,335
"16283","Short-term Visitors",2009,"52 s",107,227,334
"16284","Short-term Visitors",2010,"52 s",650,777,1427
"16285","Short-term Visitors",2011,"52 s",597,735,1332
"16286","Short-term Visitors",2012,"52 s",298,547,845
"16287","Short-term Visitors",2013,"52 s",322,500,822
"16288","Short-term Visitors",2014,"52 s",455,509,964
"16289","Short-term Visitors",2015,"52 s",643,656,1299
"16290","Short-term Visitors",2016,"52 s",919,842,1761
"16291","Short-term Visitors",2017,"52 s",781,703,1484
"16292","Short-term Visitors",2018,"52 s",646,641,1287
"16293","Short-term Visitors",2019,"52 s",488,505,993
"16294","Short-term Employment",2000,"52 s",0,0,0
"16295","Short-term Employment",2001,"52 s",1,0,1
"16296","Short-term Employment",2002,"52 s",1,1,2
"16297","Short-term Employment",2003,"52 s",5,1,6
"16298","Short-term Employment",2004,"52 s",1,0,1
"16299","Short-term Employment",2005,"52 s",4,2,6
"16300","Short-term Employment",2006,"52 s",0,0,0
"16301","Short-term Employment",2007,"52 s",3,0,3
"16302","Short-term Employment",2008,"52 s",0,0,0
"16303","Short-term Employment",2009,"52 s",1,0,1
"16304","Short-term Employment",2010,"52 s",1,0,1
"16305","Short-term Employment",2014,"52 s",1,0,1
"16306","Short-term Employment",2015,"52 s",1,0,1
"16307","Short-term Employment",2016,"52 s",1,2,3
"16308","Job Seeking",2000,"52 s",0,0,0
"16309","Job Seeking",2001,"52 s",0,0,0
"16310","Job Seeking",2002,"52 s",0,0,0
"16311","Job Seeking",2003,"52 s",0,0,0
"16312","Job Seeking",2004,"52 s",0,0,0
"16313","Job Seeking",2005,"52 s",0,0,0
"16314","Job Seeking",2006,"52 s",0,0,0
"16315","Job Seeking",2007,"52 s",0,0,0
"16316","Job Seeking",2008,"52 s",0,0,0
"16317","Job Seeking",2009,"52 s",0,0,0
"16318","Job Seeking",2010,"52 s",0,0,0
"16319","study",2000,"52 s",1,1,2
"16320","study",2001,"52 s",0,0,0
"16321","study",2002,"52 s",0,0,0
"16322","study",2003,"52 s",1,0,1
"16323","study",2004,"52 s",0,1,1
"16324","study",2005,"52 s",1,2,3
"16325","study",2006,"52 s",1,1,2
"16326","study",2007,"52 s",3,0,3
"16327","study",2008,"52 s",3,0,3
"16328","study",2009,"52 s",1,0,1
"16329","study",2010,"52 s",1,0,1
"16330","study",2011,"52 s",3,NA,3
"16331","study",2012,"52 s",2,NA,2
"16332","study",2013,"52 s",0,2,2
"16333","study",2014,"52 s",2,2,4
"16334","study",2015,"52 s",0,1,1
"16335","study",2016,"52 s",1,0,1
"16336","study",2017,"52 s",1,1,2
"16337","study",2019,"52 s",1,1,2
"16338","General Trainees",2000,"52 s",0,0,0
"16339","General Trainees",2001,"52 s",0,0,0
"16340","General Trainees",2002,"52 s",0,0,0
"16341","General Trainees",2003,"52 s",0,1,1
"16342","General Trainees",2004,"52 s",1,2,3
"16343","General Trainees",2005,"52 s",1,0,1
"16344","General Trainees",2006,"52 s",0,0,0
"16345","General Trainees",2007,"52 s",0,2,2
"16346","General Trainees",2008,"52 s",3,0,3
"16347","General Trainees",2009,"52 s",1,2,3
"16348","General Trainees",2010,"52 s",2,2,4
"16349","General Trainees",2011,"52 s",9,11,20
"16350","General Trainees",2013,"52 s",0,1,1
"16351","General Trainees",2014,"52 s",0,2,2
"16352","General Trainees",2015,"52 s",2,0,2
